NUMSECCENS;Seccion de residencia;kw_pct
4014.0;Sección 2906704014;0.3932038834951456
4015.0;Sección 2906704015;0.3333333333333333
5001.0;Sección 2906705001;0.3333333333333333
5002.0;Sección 2906705002;0.30923076923076925
5003.0;Sección 2906705003;0.4152046783625731
6001.0;Sección 2906706001;0.4034034034034034
6002.0;Sección 2906706002;0.35357142857142854
6003.0;Sección 2906706003;0.3333333333333333
6004.0;Sección 2906706004;0.04838709677419355
6005.0;Sección 2906706005;0.09574468085106383
6006.0;Sección 2906706006;0.10714285714285714
6007.0;Sección 2906706007;0.049723756906077346
6008.0;Sección 2906706008;0.05325443786982249
6009.0;Sección 2906706009;0.0625
6010.0;Sección 2906706010;0.11392405063291139
6011.0;Sección 2906706011;0.3333333333333333
6012.0;Sección 2906706012;0.744408945686901
6013.0;Sección 2906706013;0.19518072289156627
6015.0;Sección 2906706015;0.3333333333333333
6016.0;Sección 2906706016;0.0410958904109589
6017.0;Sección 2906706017;0.5326315789473685
6018.0;Sección 2906706018;0.3333333333333333
6019.0;Sección 2906706019;0.13523809523809524
6020.0;Sección 2906706020;0.8421052631578947
6021.0;Sección 2906706021;0.02459016393442623
6022.0;Sección 2906706022;0.3139534883720931
6023.0;Sección 2906706023;0.026627218934911243
6024.0;Sección 2906706024;0.35953757225433525
6025.0;Sección 2906706025;0.11943793911007027
6026.0;Sección 2906706026;0.03296703296703297
6027.0;Sección 2906706027;0.09574468085106383
6028.0;Sección 2906706028;0.3421052631578947
6029.0;Sección 2906706029;0.2327683615819209
6030.0;Sección 2906706030;0.4444444444444445
6031.0;Sección 2906706031;0.03658536585365854
6032.0;Sección 2906706032;0.05172413793103448
6033.0;Sección 2906706033;0.03734439834024896
6034.0;Sección 2906706034;0.022727272727272728
6035.0;Sección 2906706035;0.3333333333333333
6036.0;Sección 2906706036;0.06716417910447761
6037.0;Sección 2906706037;0.2332155477031802
6038.0;Sección 2906706038;0.06716417910447761
6039.0;Sección 2906706039;0.4666666666666667
6040.0;Sección 2906706040;0.8487394957983194
6041.0;Sección 2906706041;0.043689320388349516
6042.0;Sección 2906706042;0.04712041884816753
6043.0;Sección 2906706043;0.3333333333333333
6044.0;Sección 2906706044;0.02990033222591362
6045.0;Sección 2906706045;0.024324324324324326
6046.0;Sección 2906706046;0.022222222222222223
6047.0;Sección 2906706047;0.03862660944206009
7001.0;Sección 2906707001;0.022167487684729065
7002.0;Sección 2906707002;0.07258064516129031
7003.0;Sección 2906707003;0.09574468085106383
7004.0;Sección 2906707004;0.03260869565217391
7005.0;Sección 2906707005;0.4694736842105263
7006.0;Sección 2906707006;0.10112359550561797
7008.0;Sección 2906707008;0.03409090909090909
7009.0;Sección 2906707009;0.5419847328244275
7010.0;Sección 2906707010;0.032846715328467155
7011.0;Sección 2906707011;0.38414634146341464
7012.0;Sección 2906707012;0.3333333333333333
7013.0;Sección 2906707013;0.07258064516129031
7014.0;Sección 2906707014;0.07563025210084034
7015.0;Sección 2906707015;0.8548387096774193
7016.0;Sección 2906707016;0.8487394957983194
7017.0;Sección 2906707017;0.02803738317757009
7018.0;Sección 2906707018;0.918552036199095
7019.0;Sección 2906707019;0.03345724907063197
7020.0;Sección 2906707020;0.3333333333333333
7021.0;Sección 2906707021;0.3333333333333333
7022.0;Sección 2906707022;0.0548780487804878
7023.0;Sección 2906707023;0.01882845188284519
7025.0;Sección 2906707025;0.3333333333333333
7026.0;Sección 2906707026;0.3333333333333333
7027.0;Sección 2906707027;0.7489539748953975
7028.0;Sección 2906707028;0.05660377358490566
7029.0;Sección 2906707029;0.3333333333333333
7030.0;Sección 2906707030;0.2752992383025027
7031.0;Sección 2906707031;0.07894736842105263
7032.0;Sección 2906707032;0.06474820143884892
7033.0;Sección 2906707033;0.03896103896103896
7034.0;Sección 2906707034;0.2175925925925926
7035.0;Sección 2906707035;0.0237467018469657
7037.0;Sección 2906707037;0.797752808988764
7039.0;Sección 2906707039;0.04591836734693877
7040.0;Sección 2906707040;0.48717948717948717
7041.0;Sección 2906707041;0.2578125
7042.0;Sección 2906707042;0.3333333333333333
7043.0;Sección 2906707043;0.23218390804597705
7044.0;Sección 2906707044;0.042654028436018954
7045.0;Sección 2906707045;0.0661764705882353
7046.0;Sección 2906707046;0.022058823529411763
7047.0;Sección 2906707047;0.3333333333333333
7048.0;Sección 2906707048;0.013235294117647059
7049.0;Sección 2906707049;0.05263157894736842
7050.0;Sección 2906707050;0.0548780487804878
7051.0;Sección 2906707051;0.06976744186046512
7052.0;Sección 2906707052;0.3333333333333333
7053.0;Sección 2906707053;0.030405405405405407
7054.0;Sección 2906707054;0.3333333333333333
7055.0;Sección 2906707055;0.06976744186046512
7056.0;Sección 2906707056;0.7721518987341772
7057.0;Sección 2906707057;0.03896103896103896
7058.0;Sección 2906707058;0.4549763033175355
7059.0;Sección 2906707059;0.0430622009569378
7060.0;Sección 2906707060;0.3333333333333333
7061.0;Sección 2906707061;0.05844155844155844
7062.0;Sección 2906707062;0.3333333333333333
7064.0;Sección 2906707064;0.3333333333333333
7065.0;Sección 2906707065;0.03896103896103896
7066.0;Sección 2906707066;0.05421686746987951
7067.0;Sección 2906707067;0.02830188679245283
7068.0;Sección 2906707068;0.05660377358490566
7069.0;Sección 2906707069;0.5738636363636365
7070.0;Sección 2906707070;0.5228571428571428
7071.0;Sección 2906707071;0.2
7072.0;Sección 2906707072;0.4671641791044776
7073.0;Sección 2906707073;0.11392405063291139
7074.0;Sección 2906707074;0.7297297297297298
7075.0;Sección 2906707075;0.376865671641791
7076.0;Sección 2906707076;0.32439024390243903
7077.0;Sección 2906707077;0.019867549668874173
7078.0;Sección 2906707078;0.2967032967032967
7079.0;Sección 2906707079;0.034482758620689655
7080.0;Sección 2906707080;0.10112359550561797
7081.0;Sección 2906707081;0.3333333333333333
7082.0;Sección 2906707082;0.26996197718631176
7083.0;Sección 2906707083;0.12162162162162163
7084.0;Sección 2906707084;0.055900621118012424
7085.0;Sección 2906707085;0.8571428571428572
7086.0;Sección 2906707086;0.46319018404907975
7087.0;Sección 2906707087;0.4246153846153846
7088.0;Sección 2906707088;0.06716417910447761
7089.0;Sección 2906707089;0.3982102908277405
7090.0;Sección 2906707090;0.21361058601134214
7091.0;Sección 2906707091;0.2936936936936937
7092.0;Sección 2906707092;0.24932249322493225
7093.0;Sección 2906707093;0.6153846153846153
7094.0;Sección 2906707094;0.034482758620689655
8001.0;Sección 2906708001;0.28124999999999994
8002.0;Sección 2906708002;0.3891402714932127
8003.0;Sección 2906708003;0.5076923076923077
8004.0;Sección 2906708004;0.057692307692307696
8005.0;Sección 2906708005;0.3333333333333333
8006.0;Sección 2906708006;0.1629032258064516
8007.0;Sección 2906708007;0.3348694316436252
8008.0;Sección 2906708008;0.10112359550561797
8009.0;Sección 2906708009;0.07894736842105263
8010.0;Sección 2906708010;0.19562243502051985
8011.0;Sección 2906708011;0.02102803738317757
8012.0;Sección 2906708012;0.03383458646616541
8013.0;Sección 2906708013;0.01565217391304348
8014.0;Sección 2906708014;0.08256880733944955
8015.0;Sección 2906708015;0.12162162162162163
8016.0;Sección 2906708016;0.3333333333333333
8017.0;Sección 2906708017;0.06474820143884892
8018.0;Sección 2906708018;0.43787696019300365
8019.0;Sección 2906708019;0.0661764705882353
8020.0;Sección 2906708020;0.05172413793103448
8021.0;Sección 2906708021;0.22352941176470587
8022.0;Sección 2906708022;0.3333333333333333
8023.0;Sección 2906708023;0.3333333333333333
8024.0;Sección 2906708024;0.03982300884955752
8025.0;Sección 2906708025;0.02803738317757009
8026.0;Sección 2906708026;0.02102803738317757
8027.0;Sección 2906708027;0.05660377358490566
8028.0;Sección 2906708028;0.1774193548387097
8029.0;Sección 2906708029;0.5031152647975078
8030.0;Sección 2906708030;0.5938144329896906
8031.0;Sección 2906708031;0.16991150442477876
8032.0;Sección 2906708032;0.3333333333333333
8033.0;Sección 2906708033;0.43710972346119537
8034.0;Sección 2906708034;0.4341252699784017
8035.0;Sección 2906708035;0.19879518072289157
8036.0;Sección 2906708036;0.02465753424657534
8037.0;Sección 2906708037;0.5261707988980716
8039.0;Sección 2906708039;0.01965065502183406
8040.0;Sección 2906708040;0.2458563535911602
8041.0;Sección 2906708041;0.03515625
8042.0;Sección 2906708042;0.42992623814541625
8043.0;Sección 2906708043;0.541890853189854
8044.0;Sección 2906708044;0.5293440736478711
8045.0;Sección 2906708045;0.5170454545454546
8046.0;Sección 2906708046;0.10714285714285714
8047.0;Sección 2906708047;0.40298507462686567
8048.0;Sección 2906708048;0.8181818181818181
8049.0;Sección 2906708049;0.0254957507082153
8050.0;Sección 2906708050;0.3333333333333333
8051.0;Sección 2906708051;0.8085106382978723
8052.0;Sección 2906708052;0.545
8053.0;Sección 2906708053;0.020089285714285712
8054.0;Sección 2906708054;0.19456366237482117
8055.0;Sección 2906708055;0.15268817204301072
8056.0;Sección 2906708056;0.44212962962962965
8057.0;Sección 2906708057;0.5140939597315436
8058.0;Sección 2906708058;0.5493951612903226
8059.0;Sección 2906708059;0.6285714285714286
8060.0;Sección 2906708060;0.46813186813186813
8061.0;Sección 2906708061;0.4397163120567376
8062.0;Sección 2906708062;0.66996699669967
8063.0;Sección 2906708063;0.4429928741092637
8064.0;Sección 2906708064;0.043689320388349516
8065.0;Sección 2906708065;0.30517549077929806
9001.0;Sección 2906709001;0.7058823529411764
9002.0;Sección 2906709002;0.7857142857142857
9003.0;Sección 2906709003;0.5759398496240601
9004.0;Sección 2906709004;0.5338842975206612
9005.0;Sección 2906709005;0.3333333333333333
9006.0;Sección 2906709006;0.7506925207756233
9007.0;Sección 2906709007;0.761455525606469
9008.0;Sección 2906709008;0.3333333333333333
9009.0;Sección 2906709009;0.10112359550561797
9010.0;Sección 2906709010;0.43609022556390975
9011.0;Sección 2906709011;0.014827018121911038
9012.0;Sección 2906709012;0.030405405405405407
9013.0;Sección 2906709013;0.37759336099585067
9014.0;Sección 2906709014;0.0548780487804878
9015.0;Sección 2906709015;0.03765690376569038
9016.0;Sección 2906709016;0.06716417910447761
9017.0;Sección 2906709017;0.09090909090909091
9018.0;Sección 2906709018;0.08256880733944955
9019.0;Sección 2906709019;0.07894736842105263
9020.0;Sección 2906709020;0.3333333333333333
9021.0;Sección 2906709021;0.3333333333333333
9022.0;Sección 2906709022;0.026785714285714284
9023.0;Sección 2906709023;0.030927835051546393
9024.0;Sección 2906709024;0.3333333333333333
9025.0;Sección 2906709025;0.3333333333333333
9026.0;Sección 2906709026;0.06716417910447761
9027.0;Sección 2906709027;0.3333333333333333
9028.0;Sección 2906709028;0.3490566037735849
9029.0;Sección 2906709029;0.3333333333333333
9030.0;Sección 2906709030;0.3333333333333333
9031.0;Sección 2906709031;0.3333333333333333
9032.0;Sección 2906709032;0.3333333333333333
9033.0;Sección 2906709033;0.3181818181818182
9034.0;Sección 2906709034;0.05660377358490566
9036.0;Sección 2906709036;0.13893129770992368
9037.0;Sección 2906709037;0.03146853146853147
9038.0;Sección 2906709038;0.4876712328767123
9039.0;Sección 2906709039;0.8487394957983194
9040.0;Sección 2906709040;0.5018450184501845
9041.0;Sección 2906709041;0.08256880733944955
9042.0;Sección 2906709042;0.07563025210084034
9043.0;Sección 2906709043;0.048913043478260865
9044.0;Sección 2906709044;0.10112359550561797
9045.0;Sección 2906709045;0.5562130177514792
9046.0;Sección 2906709046;0.9166666666666667
9047.0;Sección 2906709047;0.3333333333333333
9048.0;Sección 2906709048;0.3333333333333333
9049.0;Sección 2906709049;0.05660377358490566
9050.0;Sección 2906709050;0.02179176755447942
9051.0;Sección 2906709051;0.16695652173913045
9052.0;Sección 2906709052;0.4254237288135593
9053.0;Sección 2906709053;0.3333333333333333
9055.0;Sección 2906709055;0.5833333333333333
9056.0;Sección 2906709056;0.33101529902642557
9057.0;Sección 2906709057;0.3333333333333333
9058.0;Sección 2906709058;0.3333333333333333
9059.0;Sección 2906709059;0.5734597156398104
9062.0;Sección 2906709062;0.3333333333333333
9063.0;Sección 2906709063;0.7857142857142857
9064.0;Sección 2906709064;0.45982142857142855
9065.0;Sección 2906709065;0.3333333333333333
9067.0;Sección 2906709067;0.37269372693726943
9068.0;Sección 2906709068;0.9213973799126638
9070.0;Sección 2906709070;0.8421052631578947
9071.0;Sección 2906709071;0.3333333333333333
9075.0;Sección 2906709075;0.3333333333333333
9076.0;Sección 2906709076;0.6634615384615384
9077.0;Sección 2906709077;0.3333333333333333
9078.0;Sección 2906709078;0.5026178010471204
9079.0;Sección 2906709079;0.5023696682464455
9080.0;Sección 2906709080;0.5593869731800766
9082.0;Sección 2906709082;0.07258064516129031
9083.0;Sección 2906709083;0.5166666666666666
10001.0;Sección 2906710001;0.19676549865229112
10002.0;Sección 2906710002;0.01935483870967742
10003.0;Sección 2906710003;0.754066985645933
10004.0;Sección 2906710004;0.019438444924406047
10005.0;Sección 2906710005;0.07258064516129031
10006.0;Sección 2906710006;0.10112359550561797
10007.0;Sección 2906710007;0.3333333333333333
10008.0;Sección 2906710008;0.3333333333333333
10009.0;Sección 2906710009;0.03125
10010.0;Sección 2906710010;0.030927835051546393
10011.0;Sección 2906710011;0.3333333333333333
10012.0;Sección 2906710012;0.3333333333333333
10013.0;Sección 2906710013;0.06716417910447761
10014.0;Sección 2906710014;0.03474903474903475
10015.0;Sección 2906710015;0.3333333333333333
10016.0;Sección 2906710016;0.2
10017.0;Sección 2906710017;0.04072398190045249
10018.0;Sección 2906710018;0.02586206896551724
10019.0;Sección 2906710019;0.3938775510204081
10020.0;Sección 2906710020;0.296875
10021.0;Sección 2906710021;0.19086021505376344
10022.0;Sección 2906710022;0.048913043478260865
10023.0;Sección 2906710023;0.15049504950495052
10024.0;Sección 2906710024;0.3333333333333333
10026.0;Sección 2906710026;0.14358974358974358
10027.0;Sección 2906710027;0.3333333333333333
10028.0;Sección 2906710028;0.03585657370517928
10029.0;Sección 2906710029;0.0548780487804878
10030.0;Sección 2906710030;0.3333333333333333
10031.0;Sección 2906710031;0.27181208053691275
10032.0;Sección 2906710032;0.05421686746987951
10033.0;Sección 2906710033;0.04639175257731959
10034.0;Sección 2906710034;0.25733634311512416
10035.0;Sección 2906710035;0.029411764705882353
10036.0;Sección 2906710036;0.826923076923077
10037.0;Sección 2906710037;0.08256880733944955
10038.0;Sección 2906710038;0.10714285714285714
10039.0;Sección 2906710039;0.07563025210084034
10040.0;Sección 2906710040;0.25311203319502074
10041.0;Sección 2906710041;0.09090909090909091
10042.0;Sección 2906710042;0.3333333333333333
10043.0;Sección 2906710043;0.24770642201834864
10044.0;Sección 2906710044;0.09090909090909091
10045.0;Sección 2906710045;0.3333333333333333
10046.0;Sección 2906710046;0.4886363636363636
10047.0;Sección 2906710047;0.06976744186046512
10048.0;Sección 2906710048;0.05113636363636363
10049.0;Sección 2906710049;0.030405405405405407
10050.0;Sección 2906710050;0.3659217877094972
10051.0;Sección 2906710051;0.0743801652892562
10052.0;Sección 2906710052;0.36973180076628354
10053.0;Sección 2906710053;0.10714285714285714
10054.0;Sección 2906710054;0.3333333333333333
10055.0;Sección 2906710055;0.10112359550561797
10056.0;Sección 2906710056;0.492822966507177
10057.0;Sección 2906710057;0.708994708994709
10058.0;Sección 2906710058;0.10112359550561797
10059.0;Sección 2906710059;0.03982300884955752
10060.0;Sección 2906710060;0.06716417910447761
10061.0;Sección 2906710061;0.12162162162162163
10062.0;Sección 2906710062;0.2885906040268456
10063.0;Sección 2906710063;0.04072398190045249
10064.0;Sección 2906710064;0.34971098265895956
10065.0;Sección 2906710065;0.07894736842105263
10066.0;Sección 2906710066;0.4954233409610984
10067.0;Sección 2906710067;0.05113636363636363
10068.0;Sección 2906710068;0.2781456953642384
10069.0;Sección 2906710069;0.6505576208178439
10070.0;Sección 2906710070;0.5149425287356322
10071.0;Sección 2906710071;0.45617977528089887
10072.0;Sección 2906710072;0.40664961636828645
11001.0;Sección 2906711001;0.06474820143884892
11002.0;Sección 2906711002;0.2182061579651941
11003.0;Sección 2906711003;0.17811408614668217
11004.0;Sección 2906711004;0.513671875
11005.0;Sección 2906711005;0.03658536585365854
11006.0;Sección 2906711006;0.013293943870014771
11007.0;Sección 2906711007;0.36257928118393234
11008.0;Sección 2906711008;0.3932584269662921
11009.0;Sección 2906711009;0.0430622009569378
11010.0;Sección 2906711010;0.1853658536585366
