NUMSECCENS;Seccion de residencia;he_pct
8017.0;Sección 2906708017;0.05365853658536585
8018.0;Sección 2906708018;0.23557692307692307
8028.0;Sección 2906708028;0.12195121951219512
8029.0;Sección 2906708029;0.17465753424657532
8030.0;Sección 2906708030;0.2624113475177305
8031.0;Sección 2906708031;0.12669683257918551
8033.0;Sección 2906708033;0.4124293785310735
8035.0;Sección 2906708035;0.12
8036.0;Sección 2906708036;0.03888888888888889
8039.0;Sección 2906708039;0.11475409836065574
8040.0;Sección 2906708040;0.11470588235294117
8041.0;Sección 2906708041;0.1076923076923077
8042.0;Sección 2906708042;0.2185430463576159
8043.0;Sección 2906708043;0.32338308457711445
8044.0;Sección 2906708044;0.21657754010695188
8052.0;Sección 2906708052;0.21348314606741575
8054.0;Sección 2906708054;0.13249211356466878
8055.0;Sección 2906708055;0.1232876712328767
8056.0;Sección 2906708056;0.24279835390946503
8057.0;Sección 2906708057;0.32186732186732187
8058.0;Sección 2906708058;0.4506172839506173
8059.0;Sección 2906708059;0.3202416918429003
8061.0;Sección 2906708061;0.2936708860759494
8063.0;Sección 2906708063;0.3811764705882353
8064.0;Sección 2906708064;0.14
8065.0;Sección 2906708065;0.3598326359832636
8066.0;Sección 2906708066;0.1557377049180328
8067.0;Sección 2906708067;0.22916666666666666
8068.0;Sección 2906708068;0.4059040590405904
8069.0;Sección 2906708069;0.2748091603053435
8070.0;Sección 2906708070;0.2783882783882784
8072.0;Sección 2906708072;0.13478260869565217
9003.0;Sección 2906709003;0.4792626728110599
9006.0;Sección 2906709006;0.4117647058823529
9007.0;Sección 2906709007;0.44272445820433437
9011.0;Sección 2906709011;0.13392857142857142
9012.0;Sección 2906709012;0.18229166666666666
9036.0;Sección 2906709036;0.2534562211981567
9046.0;Sección 2906709046;0.3392857142857143
9052.0;Sección 2906709052;0.29444444444444445
9055.0;Sección 2906709055;0.1977401129943503
9056.0;Sección 2906709056;0.3694581280788177
9083.0;Sección 2906709083;0.21666666666666665
10001.0;Sección 2906710001;0.14068441064638784
10002.0;Sección 2906710002;0.1568627450980392
10003.0;Sección 2906710003;0.4269662921348315
10016.0;Sección 2906710016;0.17333333333333334
10019.0;Sección 2906710019;0.22510822510822512
10021.0;Sección 2906710021;0.09216589861751152
10023.0;Sección 2906710023;0.17061611374407584
10026.0;Sección 2906710026;0.1744186046511628
10034.0;Sección 2906710034;0.12355212355212354
10052.0;Sección 2906710052;0.20408163265306123
10056.0;Sección 2906710056;0.34104046242774566
10066.0;Sección 2906710066;0.3424657534246575
10068.0;Sección 2906710068;0.10638297872340426
10069.0;Sección 2906710069;0.375
10070.0;Sección 2906710070;0.3363914373088685
10071.0;Sección 2906710071;0.41155234657039713
10072.0;Sección 2906710072;0.42857142857142855
10074.0;Sección 2906710074;0.19444444444444445
11002.0;Sección 2906711002;0.13377926421404682
11003.0;Sección 2906711003;0.19528619528619529
11004.0;Sección 2906711004;0.2821576763485477
11006.0;Sección 2906711006;0.06542056074766354
11007.0;Sección 2906711007;0.1891025641025641
11008.0;Sección 2906711008;0.3333333333333333
11010.0;Sección 2906711010;0.2530612244897959
11013.0;Sección 2906711013;0.20192307692307693
